system:time_start,blue,coastal,green,nir,red,sensor,swir22
"Aug 13, 1988","15,739","25,920","15,739","15,739","15,739","25,920","15,739"
"Aug 22, 1988","25,920","25,920","25,920","25,920","25,920","25,920","25,920"
"Aug 29, 1988","7,456","25,920","7,456","7,456","7,456","25,920","7,456"
"Sep 7, 1988",0,"25,920",0,0,0,"25,920",0
"Sep 14, 1988",0,"25,920",0,0,0,"25,920",0
"Sep 23, 1988","25,920","25,920","25,920","25,920","25,920","25,920","25,920"
"Sep 30, 1988","25,910","25,920","25,910","25,910","25,910","25,920","25,910"
"Oct 9, 1988","25,920","25,920","25,920","25,920","25,920","25,920","25,920"
"Oct 16, 1988",0,"25,920",0,0,0,"25,920",0
"Oct 25, 1988","25,920","25,920","25,920","25,920","25,920","25,920","25,920"
"Nov 1, 1988",0,"25,920",0,0,0,"25,920",0
"Nov 10, 1988","25,682","25,920","25,682","25,682","25,682","25,920","25,682"
"Nov 17, 1988","6,643","25,920","6,643","6,643","6,643","25,920","6,643"
"Nov 26, 1988","25,920","25,920","25,920","25,920","25,920","25,920","25,920"
"Dec 3, 1988",0,"25,920",0,0,0,"25,920",0
"Dec 19, 1988","13,726","25,920","13,726","13,726","13,726","25,920","13,726"
"Jan 4, 1989",885,"25,920",885,885,885,"25,920",885
"Jan 13, 1989","25,920","25,920","25,920","25,920","25,920","25,920","25,920"
"Jan 20, 1989","24,040","25,920","24,040","24,040","24,040","25,920","24,040"
"Jan 29, 1989",0,"25,920",0,0,0,"25,920",0
"Feb 14, 1989","16,901","25,920","16,901","16,901","16,901","25,920","16,901"
"Mar 2, 1989","25,920","25,920","25,920","25,920","25,920","25,920","25,920"
"Mar 9, 1989",0,"25,920",0,0,0,"25,920",0
"Mar 18, 1989","25,920","25,920","25,920","25,920","25,920","25,920","25,920"
"Mar 25, 1989",0,"25,920",0,0,0,"25,920",0
"Apr 3, 1989","25,920","25,920","25,920","25,920","25,920","25,920","25,920"
"Apr 19, 1989","25,920","25,920","25,920","25,920","25,920","25,920","25,920"
"Apr 26, 1989",122,"25,920",122,122,122,"25,920",122
"May 5, 1989","25,920","25,920","25,920","25,920","25,920","25,920","25,920"
"May 21, 1989","25,920","25,920","25,920","25,920","25,920","25,920","25,920"
"Jun 6, 1989",0,"25,920",0,0,0,"25,920",0
"Jun 22, 1989","25,920","25,920","25,920","25,920","25,920","25,920","25,920"
"Jul 8, 1989","25,920","25,920","25,920","25,920","25,920","25,920","25,920"
"Jul 24, 1989","25,917","25,920","25,917","25,917","25,917","25,920","25,917"
"Aug 9, 1989","25,920","25,920","25,920","25,920","25,920","25,920","25,920"
"Aug 16, 1989",0,"25,920",0,0,0,"25,920",0
"Sep 10, 1989","25,106","25,920","25,106","25,106","25,106","25,920","25,106"
"Sep 17, 1989","12,343","25,920","12,343","12,343","12,343","25,920","12,343"
"Oct 19, 1989","17,619","25,920","17,619","17,619","17,619","25,920","17,619"
"Nov 13, 1989","25,920","25,920","25,920","25,920","25,920","25,920","25,920"
"Nov 20, 1989",0,"25,920",0,0,0,"25,920",0
"Dec 15, 1989","5,890","25,920","5,890","5,890","5,890","25,920","5,890"
"Dec 31, 1989","19,062","25,920","19,062","19,062","19,062","25,920","19,062"
"Jan 16, 1990","25,920","25,920","25,920","25,920","25,920","25,920","25,920"
"Apr 6, 1990","25,913","25,920","25,913","25,913","25,913","25,920","25,913"
"Apr 13, 1990","5,823","25,920","5,823","5,823","5,823","25,920","5,823"
"Apr 29, 1990","20,297","25,920","20,297","20,297","20,297","25,920","20,297"
"May 8, 1990","25,915","25,920","25,915","25,915","25,915","25,920","25,915"
"May 15, 1990",1,"25,920",1,1,1,"25,920",1
"Jun 9, 1990","25,626","25,920","25,626","25,626","25,626","25,920","25,626"
"Jun 16, 1990","4,767","25,920","4,767","4,767","4,767","25,920","4,767"
"Jul 2, 1990",941,"25,920",941,941,941,"25,920",941
"Jul 11, 1990","25,920","25,920","25,920","25,920","25,920","25,920","25,920"
"Jul 27, 1990","25,278","25,920","25,278","25,278","25,278","25,920","25,278"
"Aug 3, 1990",26,"25,920",26,26,26,"25,920",26
"Aug 12, 1990",0,"25,920",0,0,0,"25,920",0
"Aug 19, 1990","4,786","25,920","4,786","4,786","4,786","25,920","4,786"
"Aug 28, 1990","25,920","25,920","25,920","25,920","25,920","25,920","25,920"
"Sep 4, 1990","6,964","25,920","6,964","6,964","6,964","25,920","6,964"
"Sep 13, 1990","25,920","25,920","25,920","25,920","25,920","25,920","25,920"
"Sep 20, 1990",516,"25,920",516,516,516,"25,920",516
"Sep 29, 1990",0,"25,920",0,0,0,"25,920",0
"Oct 6, 1990",0,"25,920",0,0,0,"25,920",0
"Oct 15, 1990","25,920","25,920","25,920","25,920","25,920","25,920","25,920"
"Oct 31, 1990",0,"25,920",0,0,0,"25,920",0
"Nov 16, 1990","20,806","25,920","20,806","20,806","20,806","25,920","20,806"
"Dec 2, 1990","20,210","25,920","20,210","20,210","20,210","25,920","20,210"
"Dec 9, 1990","18,964","25,920","18,964","18,964","18,964","25,920","18,964"
"Dec 18, 1990","25,915","25,920","25,915","25,915","25,915","25,920","25,915"
"Dec 25, 1990","24,235","25,920","24,235","24,235","24,235","25,920","24,235"
"Jan 3, 1991","25,920","25,920","25,920","25,920","25,920","25,920","25,920"
