"","secchi.x","CA_insitu","blue_insit","green_insi","red_insitu","nir_insitu","CA","Blue","Green","Red","NIR","local.x","GLORIA_ID","region.x","sensor","Class","region"
"277",NA,NA,0.009896604526278,0.019176089139374,0.02187956391126,0.005723577176608,0.01,0.014279381494205,0.022105030046033,0.022542706139536,0.009745057165517,"Curuai","Curuai_08_2019_Ponto_06","AMZ","ETM+","7","Brazil"
"278",NA,NA,0.009794336288138,0.0185312734671,0.02124090935497,0.005426295056262,0.01,0.013053888432397,0.019478973485017,0.021352227165209,0.008440782406879,"Curuai","Curuai_08_2019_Ponto_07","AMZ","ETM+","7","Brazil"
"279",0.87,NA,0.005751263999196,0.010233720460407,0.010640378347481,0.002357430739976,0.01,0.009596247293726,0.013946747663143,0.013027627866787,0.007285317520032,"Curuai","Curuai_08_2019_Ponto_EXT01","AMZ","ETM+","7","Brazil"
"280",NA,NA,0.01394271351863,0.020470386966469,0.025027972814458,0.01894885921404,0.01,0.011408226320827,0.017343114148724,0.019120079088345,0.009937634646658,"Curuai","Curuai_08_2019_Ponto_EXT02","AMZ","ETM+","7","Brazil"
"281",0.47,NA,0.010561890355574,0.019758065715333,0.023364731741077,0.006461368366444,0.01,0.015951304171385,0.02310293153922,0.025921565581377,0.01025276143398,"Curuai","Curuai_08_2021_Ponto_02","AMZ","ETM+","7","Brazil"
"282",0.53,NA,0.011260013361228,0.021654534202529,0.025827392367104,0.007398963615403,0.01,0.0166778464866,0.024652304910219,0.02797864322084,0.01026151495585,"Curuai","Curuai_08_2021_Ponto_03","AMZ","ETM+","7","Brazil"
"283",0.4,NA,0.011447189509345,0.022039062562083,0.026473278683357,0.00815790236171,0.01,0.01671286057408,0.026201678281219,0.030727249088037,0.013316494088499,"Curuai","Curuai_08_2021_Ponto_04","AMZ","ETM+","7","Brazil"
"284",0.2,NA,0.01723360956539,0.028465709504837,0.034944244438111,0.014176752436774,0.01,0.027453431908636,0.042421954306429,0.051035419826563,0.032635516855709,"Curuai","Curuai_11_2003_PCN71","AMZ","ETM+","7","Brazil"
"285",0.2,NA,0.01723360956539,0.028465709504837,0.034944244438111,0.014176752436774,0.01,0.027619748824168,0.04250948952513,0.051070433914043,0.032679284465059,"Curuai","Curuai_11_2003_PCN71","AMZ","ETM+","7","Brazil"
"286",0.44,NA,0.023577669215359,0.037796792803607,0.042767137291864,0.013971336256419,0.01,0.021037100377887,0.028924023582806,0.033904777526866,0.022148797655384,"BaixoAmazonas","FAB_03_2013_FABI39","AMZ","ETM+","7","Brazil"
"287",NA,NA,0.0088960881774,0.013190640412688,0.008507292282992,0.001260894917709,0.01,0.01841104381687,0.025370093703564,0.016922945098961,0.013815444835092,"Trasimeno","GID_1092","Italy","ETM+","2","Italy"
"288",NA,NA,0.009292691863103,0.014187312447918,0.009272455937986,0.001456792481119,0.01,0.018502955796506,0.025413861312914,0.016135128130656,0.011504515061398,"Trasimeno","GID_1094","Italy","ETM+","2","Italy"
"289",NA,NA,0.005111891585471,0.00950709261653,0.006764530113687,0.001109893325651,0.01,0.013981761750623,0.018612374819882,0.01346530396029,0.017789543764097,"Mantova","GID_1125","Italy","ETM+","4","Italy"
"290",NA,NA,0.007903934629442,0.014472983414201,0.007088577526771,0.000670007343093,0.01,0.01190717706742,0.016100114043176,0.008554578191189,0.007145261170111,"Mulargia","GID_1146","Italy","ETM+","2","Italy"
"291",0.72,NA,0.006780531260609,0.012207391534897,0.007996436768261,0.001668067709705,0.01,0.013246465913538,0.020223022843972,0.014034282881843,0.006409965333026,"McConaughy Lake","GID_1177","United States of America (the)","ETM+","2","US"
"292",0.27,NA,0.004120202947533,0.009862105218295,0.006215581863767,0.003086602186236,0.01,0.010629162874392,0.016213909827487,0.013666634963301,0.015548642165363,"Branched Oak Lake","GID_1330","United States of America (the)","ETM+","5","US"
"293",0.275,NA,0.00251628833745,0.007976176870231,0.004848279508873,0.002202314227556,0.01,0.008852197934771,0.01356159270086,0.010620409352522,0.012905078560606,"Branched Oak Lake","GID_1334","United States of America (the)","ETM+","5","US"
"294",0.255,NA,0.002913656582897,0.009223135169996,0.00570087376976,0.002923236486942,0.01,0.009456190943805,0.014174339231764,0.011224402361556,0.012861310951256,"Branched Oak Lake","GID_1335","United States of America (the)","ETM+","5","US"
"295",0.24,NA,0.002463301179543,0.008190069687284,0.005184443761792,0.002667451488307,0.01,0.009758187448322,0.015045314657835,0.011710222825344,0.013653504680496,"Branched Oak Lake","GID_1336","United States of America (the)","ETM+","5","US"
"296",0.9,NA,0.002809452342584,0.007564971500729,0.00733667086557,0.001236767113674,0.01,0.006374951245546,0.00872964862859,0.007775514744755,0.00377515525014,"Curonian Lagoon","GID_135","Lithuania","ETM+","7","Lithuania"
"297",0.9,NA,0.002802005816469,0.006835746933896,0.006403247201203,0.001348750120263,0.01,0.005727190627162,0.009333641637624,0.006418718854896,0.003495042550298,"Curonian Lagoon","GID_136","Lithuania","ETM+","5","Lithuania"
"298",0.9,NA,0.002746445520207,0.007278891669166,0.006873369813508,0.001332362561322,0.01,0.005630901886591,0.009272366984534,0.006357444201806,0.002094479051089,"Curonian Lagoon","GID_137","Lithuania","ETM+","7","Lithuania"
"299",0.9,NA,0.002746445520207,0.007278891669166,0.006873369813508,0.001332362561322,0.01,0.00550835258041,0.009193585287703,0.006296169548715,0.002041957919869,"Curonian Lagoon","GID_137","Lithuania","ETM+","7","Lithuania"
"300",0.9,NA,0.002976782987516,0.00731456918005,0.006432740794458,0.001158175016542,0.01,0.006261155461235,0.009009761328432,0.006147359676924,0.003284958025417,"Curonian Lagoon","GID_138","Lithuania","ETM+","5","Lithuania"
"301",0.9,NA,0.002976782987516,0.00731456918005,0.006432740794458,0.001158175016542,0.01,0.006646310423518,0.009307381072014,0.006409965333026,0.003477535506558,"Curonian Lagoon","GID_138","Lithuania","ETM+","5","Lithuania"
"302",1,NA,0.002091417665466,0.005590793989103,0.005384485490956,0.000755804979411,0.01,0.004930620136987,0.006182373764405,0.004562972218445,0.00221702835727,"Curonian Lagoon","GID_141","Lithuania","ETM+","7","Lithuania"
"303",1,NA,0.002091417665466,0.005590793989103,0.005384485490956,0.000755804979411,0.01,0.004886852527637,0.00616048995973,0.004554218696575,0.0022082748354,"Curonian Lagoon","GID_141","Lithuania","ETM+","7","Lithuania"
"304",3,NA,0.001858968703723,0.003944931259172,0.00238237995278,0.00023453510976,0.01,0.004685521524625,0.00702271186393,0.003477535506558,0.004099035559332,"Rock Lake","GID_1450","United States of America (the)","ETM+","2","US"
"305",5.8,NA,0.00239310908504,0.002971662822383,0.000972766727299,9.2724395816e-05,0.01,0.004449176434134,0.00537704975236,0.002068218485479,0.002628443885163,"Geneva Lake","GID_1454","United States of America (the)","ETM+","3","US"
"306",6.5,NA,0.002456628625796,0.002916883344697,0.001003798023028,0.000108300253447,0.01,0.004501697565354,0.005066299725973,0.002777253756954,0.002672211494513,"Geneva Lake","GID_1455","United States of America (the)","ETM+","3","US"
"307",1.3,NA,0.002601913364279,0.010998574841899,0.00776552494962,0.001367594580019,0.01,0.009141064156483,0.014874620981369,0.009333641637624,0.00865962045363,"Lake Chippewa","GID_1509","United States of America (the)","ETM+","5","US"
"308",0.9,NA,0.002138049016175,0.006446343653265,0.00496580577868,0.000932800049108,0.01,0.007635458394834,0.012178536245392,0.008081888010206,0.004379148259174,"Lake Winnebago","GID_1558","United States of America (the)","ETM+","5","US"
"309",NA,NA,0.022853170582108,0.031146123435782,0.025063037170329,0.005069980356401,0.01,0.021912452564892,0.023671910460773,0.013710402572651,0.003381246765987,"English Channel","GID_1682","Belgium","ETM+","4","Belgium"
"310",NA,NA,0.022228750540146,0.030044833192411,0.027713575076195,0.008542085411066,0.01,0.022927861101818,0.026516805068541,0.017133029623843,0.004641753915275,"English Channel","GID_1683","Belgium","ETM+","4","Belgium"
"311",NA,NA,0.022621608899768,0.031243510414838,0.026359726648003,0.005663093797327,0.01,0.022962875189299,0.026534312112281,0.016318952089927,0.004659260959015,"English Channel","GID_1684","Belgium","ETM+","4","Belgium"
"312",NA,NA,0.009426732337212,0.014266525329078,0.009795317334316,0.000548603677412,0.01,0.022166304699124,0.025501396531614,0.017754529676616,0.008064380966466,"Gulf of Tonkin","GID_1779","Viet Nam","ETM+","2","Viet Nam"
"313",0.5,NA,0.005248687425793,0.008285934428576,0.008061539376487,0.003391875942327,0.01,0.013762923703872,0.014401930800386,0.012196043289132,0.01022650086837,"Lake Peipsi","GID_184","Estonia","ETM+","7","Estonia"
"314",3.45,NA,0.003382660792691,0.004949443226715,0.00245501722016,0.0001254301546,0.01,0.008475796494359,0.009745057165517,0.008239451403867,0.007582937263613,"Blowering Reservoir","GID_197","Australia","ETM+","3","Australia"
"315",NA,NA,0.012669633295637,0.02119678684221,0.014123784531357,0.001155083288116,0.01,0.024389699254117,0.031401270272031,0.02480986830388,0.014296888537945,"Guiana","GID_2151","France","ETM+","2","France"
"316",NA,NA,0.013360289265818,0.023807689821674,0.021478373842078,0.003266378320463,0.01,0.02639425576236,0.035900580513239,0.032337897112127,0.015653684427803,"Guiana","GID_2152","France","ETM+","4","France"
"317",NA,NA,0.007879040845322,0.007521254650763,0.002171862954605,0.000156161001541,0.01,0.014244367406725,0.010883015008624,0.004011500340631,0.003521303115908,"English Channel","GID_2175","United Kingdom of Great Britain and Northern Ireland (the)","ETM+","3","UK"
"318",NA,NA,0.002621015844057,0.004321806612535,0.001471240511639,0.000102889755681,0.01,0.007381606260602,0.007635458394834,0.00381016933762,0.002033204397999,"English Channel","GID_2227","France","ETM+","3","France"
"319",NA,NA,0.002621015844057,0.004321806612535,0.001471240511639,0.000102889755681,0.01,0.006821380860919,0.007477895001173,0.003521303115908,0.001744338176287,"English Channel","GID_2227","France","ETM+","3","France"
"320",NA,NA,0.007413807160229,0.006518532501375,0.001805323568541,0.000135071466777,0.01,0.010655423440002,0.008764662716071,0.004860591962026,0.004545465174705,"English Channel","GID_2248","France","ETM+","3","France"
"321",NA,NA,0.013111701931686,0.020632584725601,0.021957320789015,0.00482994891509,0.01,0.017553198673605,0.025396354269174,0.02646428393732,0.024906157044451,"Pinto Lake","GID_2277","United States of America (the)","ETM+","4","US"
"322",NA,NA,0.013111701931686,0.020632584725601,0.021957320789015,0.00482994891509,0.01,0.016117621086916,0.024205875294846,0.025492643009744,0.024538509125908,"Pinto Lake","GID_2277","United States of America (the)","ETM+","4","US"
"323",2.81,NA,0.002655784302497,0.004410023713749,0.002287522300681,0.00015339058686,0.01,0.005722813866227,0.007889310529065,0.004948127180727,0.00374014116266,"Lake Hume","GID_230","Australia","ETM+","2","Australia"
"324",2.68,NA,0.001548763898935,0.003096924026368,0.001864750694915,0.000104885448616,0.01,0.004256598952993,0.006129852633184,0.004177817256162,0.003442521419078,"Lake Hume","GID_234","Australia","ETM+","2","Australia"
"325",4.4,NA,0.002066199199631,0.002859513239862,0.000854927852053,4.1856624142e-05,0.01,0.005876000498953,0.005700930061552,0.002357084707191,0.00379266229388,"Lake Rotoiti","GID_2415","New Zealand","ETM+","3","New Zealand"
"326",NA,NA,0.00551432880586,0.009642899128283,0.005043906489449,0.000197826810362,0.01,0.012519923598324,0.015487367512272,0.009228599375184,0.006672570989128,"Te Anau","GID_2433","New Zealand","ETM+","2","New Zealand"
"327",2.44,NA,0.002622005977219,0.004425165315296,0.002522866783063,0.000181090887244,0.01,0.006024810370744,0.008239451403867,0.006506254073597,0.005088183530648,"Lake Hume","GID_246","Australia","ETM+","2","Australia"
"328",NA,NA,0.017398757654381,0.023918473147305,0.014196402959667,0.00090986088837,0.01,0.027558474171077,0.035786784728928,0.022113783567903,0.005149458183738,"Hawke Bay","GID_2515","New Zealand","ETM+","2","New Zealand"
"329",NA,NA,0.020538024917431,0.027573449053482,0.01957211904991,0.002502471833946,0.01,0.027532213605467,0.034071094442397,0.022105030046033,0.005131951139998,"Hawke Bay","GID_2516","New Zealand","ETM+","2","New Zealand"
"330",NA,NA,0.018890677283212,0.021864149999754,0.01070390654388,0.000596876812874,0.01,0.025422614834784,0.030061981425913,0.016056346433826,0.00374014116266,"Hawke Bay","GID_2518","New Zealand","ETM+","3","New Zealand"
"331",NA,NA,0.016808746330486,0.017679119364883,0.007071874274619,0.000273788830338,0.01,0.024407206297858,0.026656861418462,0.010042676909099,0.002383345272801,"Hawke Bay","GID_2520","New Zealand","ETM+","3","New Zealand"
"332",NA,NA,0.013902929975894,0.020114300894766,0.015816175650804,0.002858844163924,0.01,0.02321672732353,0.035541686116567,0.03288936898994,0.010541627655692,"Hawke Bay","GID_2521","New Zealand","ETM+","4","New Zealand"
"333",NA,NA,0.016526844302095,0.024621274997532,0.019148230670434,0.002785534122716,0.01,0.02319046675792,0.03441248179533,0.030919826569178,0.007845542919715,"Hawke Bay","GID_2523","New Zealand","ETM+","4","New Zealand"
"334",NA,NA,0.016406402344265,0.02650891069508,0.021826934608494,0.002818712987189,0.01,0.022166304699124,0.033292030995963,0.027934875611489,0.006488747029857,"Hawke Bay","GID_2524","New Zealand","ETM+","4","New Zealand"
"335",NA,NA,0.016169553527067,0.02376531357326,0.01665849630566,0.001824264110794,0.01,0.022175058220994,0.033292030995963,0.025956579668857,0.006488747029857,"Hawke Bay","GID_2525","New Zealand","ETM+","2","New Zealand"
"336",NA,NA,0.016389362627344,0.019538814546854,0.00784051177105,0.000502333365571,0.01,0.022183811742864,0.031051129397229,0.02001293831909,0.00379266229388,"Hawke Bay","GID_2527","New Zealand","ETM+","3","New Zealand"
"337",NA,NA,0.006004172992649,0.005319552261598,0.001285182991488,0.000130900019323,0.01,0.008790923281681,0.008265711969478,0.001989436788649,0.001017795861073,"Hawke Bay","GID_2528","New Zealand","ETM+","1","New Zealand"
"338",0.97,NA,0.00441892889148,0.009688459875145,0.0068693954781,0.000393891230162,0.01,0.008475796494359,0.013018874344917,0.008974747240952,0.005070676486908,"Lake Hume","GID_255","Australia","ETM+","4","Australia"
"339",2.58,NA,0.003546346664499,0.005093627461554,0.002930844780677,0.000148468412913,0.01,0.006147359676924,0.009176078243963,0.005525859624151,0.004562972218445,"Lake Jindabyne","GID_266","Australia","ETM+","2","Australia"
"340",1.73,NA,0.006135662421582,0.009750501024326,0.006996376438815,0.000433302697573,0.01,0.00704021890767,0.011583296758228,0.008843444412901,0.004519204609094,"Lake Jindabyne","GID_272","Australia","ETM+","2","Australia"
"341",2.94,NA,0.003518818644828,0.005140290207915,0.002927386272989,0.000161834883362,0.01,0.006068577980094,0.007845542919715,0.004361641215433,0.003004845325575,"Lake Jindabyne","GID_274","Australia","ETM+","2","Australia"
"342",0.7,NA,0.008169450849592,0.016505819954561,0.011097121365081,0.003869024863965,0.01,0.024556016169649,0.031681382971873,0.028985298235896,0.014997170287549,"Taihu","GID_2857","China","ETM+","5","China"
"343",0.25,NA,0.019543685620915,0.030535685771834,0.025206857889438,0.009287511905318,0.01,0.02801365730832,0.038614172292956,0.031725150581223,0.010935536139844,"Taihu","GID_2886","China","ETM+","4","China"
"344",0.43,NA,0.018142183024106,0.034862687648399,0.032492382358294,0.003579716128568,0.01,0.020993332768536,0.034184890226708,0.030228298341444,0.009473697987545,"Lake Victoria","GID_303","Australia","ETM+","4","Australia"
"345",0.43,NA,0.018142183024106,0.034862687648399,0.032492382358294,0.003579716128568,0.01,0.021789903258711,0.03443874236094,0.030315833560144,0.009429930378195,"Lake Victoria","GID_303","Australia","ETM+","4","Australia"
"346",0.36,NA,0.015124500283941,0.030725254572508,0.029294305782195,0.003669831835781,0.01,0.022245086395954,0.034211150792318,0.030245805385184,0.009473697987545,"Lake Victoria","GID_304","Australia","ETM+","4","Australia"
"347",0.36,NA,0.015124500283941,0.030725254572508,0.029294305782195,0.003669831835781,0.01,0.023059163929869,0.03447375644842,0.030342094125754,0.009429930378195,"Lake Victoria","GID_304","Australia","ETM+","4","Australia"
"348",1.4,NA,0.002353635152476,0.005449379873855,0.002820827454097,0.000131467908024,0.01,0.007224042866941,0.009359902203234,0.005307021577399,0.004046514428111,"Suwa","GID_3136","Japan","ETM+","2","Japan"
"349",1.7,NA,0.010668092344161,0.018782795061131,0.010459804986747,0.001922162440275,0.01,0.015426092859182,0.02153605112448,0.011346951667737,0.009403669812585,"Lake Erie","GID_3276","United States of America (the)","ETM+","2","US"
"350",1.5,NA,0.012040941238885,0.021319348591354,0.013296151978034,0.002506307927371,0.01,0.016205156305617,0.022849079404988,0.013937994141273,0.008318233100698,"Lake Erie","GID_3277","United States of America (the)","ETM+","2","US"
"351",1.25,NA,0.013485363162133,0.027041524045754,0.016865472203486,0.004689670282711,0.01,0.023400551282801,0.030578439216246,0.020082966494051,0.013754170182002,"Lake Erie","GID_3278","United States of America (the)","ETM+","4","US"
"352",NA,NA,0.010038157147923,0.028275376532752,0.017740124999782,0.009044357708326,0.01,0.025291312006733,0.034324946576629,0.025641452881535,0.021999987783593,"Lake Erie","GID_3279","United States of America (the)","ETM+","5","US"
"353",2,NA,0.007946399070189,0.013530650591116,0.006990282117203,0.001466696523832,0.01,0.013412782829069,0.01839353677313,0.010033923387229,0.00697894425458,"Lake Erie","GID_3280","United States of America (the)","ETM+","2","US"
"354",2.25,NA,0.006401971978826,0.010903857037341,0.00560241647445,0.001445329391146,0.01,0.014060543447453,0.015303543553001,0.011268169970906,0.009955141690398,"Lake Erie","GID_3281","United States of America (the)","ETM+","2","US"
"355",2.5,NA,0.006307913152297,0.010467616042138,0.004950113061563,0.000952742810582,0.01,0.01023525439024,0.012931339126216,0.007863049963455,0.00541206383984,"Lake Erie","GID_3282","United States of America (the)","ETM+","3","US"
"356",1.2,NA,0.012058499638295,0.024307064590184,0.01459151280186,0.003796504818482,0.01,0.022035001871073,0.029466741938749,0.020424353846983,0.016564050702289,"Lake Erie","GID_3284","United States of America (the)","ETM+","4","US"
"357",3,NA,0.010217470066216,0.013449525807743,0.005137577424941,0.000456039675259,0.01,0.015793740777724,0.016546543658549,0.008213190838257,0.007661718960444,"Lake Erie","GID_3285","United States of America (the)","ETM+","3","US"
"358",2.7,NA,0.004822578151256,0.007600921603852,0.003406896221086,0.000734817398211,0.01,0.013684142007041,0.014541987150306,0.009972648734138,0.010497860046341,"Lake Erie","GID_3286","United States of America (the)","ETM+","3","US"
"359",3.2,NA,0.012068023472502,0.014008753733085,0.004386027763505,0.00031836393018,0.01,0.021159649684067,0.019820360837949,0.011793381283109,0.01182839537059,"Lake Erie","GID_3287","United States of America (the)","ETM+","3","US"
"360",1.25,NA,0.011500428120573,0.020286366478615,0.01268746712443,0.003042999481666,0.01,0.016213909827487,0.023610635807683,0.014638275890877,0.008326986622568,"Lake Erie","GID_3288","United States of America (the)","ETM+","4","US"
"361",NA,NA,0.013919610307318,0.027765527546722,0.024063514675757,0.008105551470195,0.01,0.016966712708311,0.025912812059507,0.017386881758074,0.011373212233347,"Lake Erie","GID_3290","United States of America (the)","ETM+","5","US"
"362",NA,NA,0.010641340826707,0.022095348388038,0.014826552034646,0.006078174450242,0.01,0.020783248243655,0.029755608160461,0.02152729760261,0.018971269216554,"Lake Erie","GID_3291","United States of America (the)","ETM+","5","US"
"363",0.5,NA,0.017839689418413,0.028843064877908,0.024154189355143,0.006338050616918,0.01,0.025063720438112,0.034237411357929,0.027313375558716,0.011530775627008,"Lake Erie","GID_3294","United States of America (the)","ETM+","4","US"
"364",2,NA,0.009324944638057,0.011632097346018,0.004854810959637,0.000658638797362,0.01,0.014025529359973,0.014577001237787,0.005193225793089,0.002786007278824,"Lake Erie","GID_3295","United States of America (the)","ETM+","3","US"
"365",2.8,NA,0.014984477455479,0.016198626668003,0.00603563943543,0.000759352460016,0.01,0.020975825724796,0.018962515694684,0.006830134382789,0.00388895103445,"Lake Erie","GID_3300","United States of America (the)","ETM+","3","US"
"366",3,NA,0.016719812366898,0.017186538822948,0.006425889762926,0.000644732022298,0.01,0.030241428624249,0.028521361576783,0.013132670129228,0.008274465491348,"Lake Erie","GID_3301","United States of America (the)","ETM+","3","US"
"367",11.1,NA,0.002032986728707,0.001689947046517,0.000435724630695,0,0.01,0.004720535612106,0.002619690363293,0.001963176223039,0.002593429797682,"Lake Michigan","GID_3543","United States of America (the)","ETM+",NA,"US"
"368",4.87338172,NA,0.003868471344459,0.00330055017178,0.001325547846067,0,0.01,0.012038479895471,0.006436225898636,0.00545583144919,0.004475436999744,"Lake Geneva","GID_3575","Switzerland","ETM+",NA,"Switzerland"
"369",4.873794427,NA,0.00847799143301,0.008494766876581,0.002214999248427,0,0.01,0.010095198040319,0.009272366984534,0.003617591856479,0.005175718749348,"Lake Geneva","GID_3653","Switzerland","ETM+",NA,"Switzerland"
"370",3.865110522,NA,0.00535199582379,0.006344116981773,0.002125458177197,0,0.01,0.010095198040319,0.009272366984534,0.003617591856479,0.005175718749348,"Lake Geneva","GID_3654","Switzerland","ETM+",NA,"Switzerland"
"371",3.733114217,NA,0.005495306673353,0.006361748351296,0.002293240959765,0,0.01,0.010095198040319,0.009272366984534,0.003617591856479,0.005175718749348,"Lake Geneva","GID_3655","Switzerland","ETM+",NA,"Switzerland"
"372",4.058554031,NA,0.005853927286739,0.006951820147169,0.002666105065417,0,0.01,0.010095198040319,0.009272366984534,0.003617591856479,0.005175718749348,"Lake Geneva","GID_3656","Switzerland","ETM+",NA,"Switzerland"
"373",2.541146796,NA,0.00949573028784,0.012349717951713,0.005242557057087,0,0.01,0.010095198040319,0.009272366984534,0.003617591856479,0.005175718749348,"Lake Geneva","GID_3657","Switzerland","ETM+",NA,"Switzerland"
"374",4.775469862,NA,0.004144224229555,0.005526844138708,0.001765575328849,0,0.01,0.01024400791211,0.010384064262031,0.005298268055529,0.004746796177716,"Lake Geneva","GID_3770","Switzerland","ETM+",NA,"Switzerland"
"375",4.024633002,NA,0.00354872363398,0.00533708192502,0.001578060845322,0,0.01,0.01024400791211,0.010384064262031,0.005298268055529,0.004746796177716,"Lake Geneva","GID_3771","Switzerland","ETM+",NA,"Switzerland"
"376",NA,NA,0.002229806232055,0.005490684111171,0.003966581920462,1.3615704894e-05,0.01,0.008073134488336,0.009141064156483,0.005175718749348,0.005981042761393,"Chesapeake Bay, MD","GID_3910","United States of America (the)","ETM+","5","US"
"377",NA,NA,0.00161650639889,0.004276030123339,0.002899970358754,1.757523703e-05,0.01,0.006733845642218,0.007696733047924,0.004571725740315,0.003302465069157,"Chesapeake Bay, MD","GID_3913","United States of America (the)","ETM+","5","US"
"378",NA,NA,0.001150718529909,0.003677977126241,0.002551862044201,2.1279044283e-05,0.01,0.003188669284846,0.004711782090236,0.00213824666044,0.00058887328944,"Chesapeake Bay, MD","GID_3915","United States of America (the)","ETM+","5","US"
"379",NA,NA,0.002526734145453,0.005336138790273,0.003961721891599,2.3220709703e-05,0.01,0.006865148470269,0.007346592173122,0.004991894790077,0.002497141057112,"Chesapeake Bay, MD","GID_3923","United States of America (the)","ETM+","4","US"
"380",2.4,NA,0.002432817729718,0.006200572254133,0.003516089321454,0.000364866787839,0.01,0.009815085340477,0.01183714889246,0.008782169759811,0.007696733047924,"Lake Kummerow","GID_3952","Germany","ETM+","2","Germany"
"381",2.3,NA,0.002358018299,0.006268734817665,0.003531453457423,0.000351635399858,0.01,0.009587493771856,0.011653324933189,0.007661718960444,0.007582937263613,"Lake Kummerow","GID_3954","Germany","ETM+","2","Germany"
"382",2,NA,0.003305493392298,0.00868831701708,0.006076282287368,0.000701544589375,0.01,0.004090282037462,0.006208634330015,0.003153655197366,0.003993993296891,"Lake Kummerow","GID_3959","Germany","ETM+","5","Germany"
"383",1.675,NA,0.001698461026234,0.004572593090381,0.003261693897343,0.000342200685569,0.01,0.005000648311947,0.006191127286275,0.003144901675496,0.003993993296891,"Lake Kummerow","GID_3960","Germany","ETM+","5","Germany"
"384",3.15,NA,0.006161855006726,0.010570553874978,0.00633880990648,0.00086488357917,0.01,0.011977205242381,0.012292332029703,0.007758007701014,0.007512909088653,"Alcántara","GID_3988","Spain","ETM+","2","Spain"
"385",1.59,NA,0.004880866690658,0.009994984134602,0.004561689377086,0.000767869828363,0.01,0.01511971959373,0.019487727006887,0.014594508281527,0.011985958764251,"Valdecañas","GID_4035","Spain","ETM+","2","Spain"
"386",0.22,NA,0.00358413798265,0.00855217840596,0.005521738262131,0.009021513981268,0.01,0.012983860257437,0.016030085868216,0.012528677120194,0.014016775838103,"Albufera","GID_4143","Spain","ETM+","6","Spain"
"387",5,NA,0.006905183972189,0.008763100032078,0.002122202317071,0.000413345748577,0.01,0.014086804013064,0.009464944465675,0.006637556901647,0.005963535717653,"Iznájar","GID_4173","Spain","ETM+","3","Spain"
"388",0.73152,NA,0.007375846750684,0.015241692715519,0.014075631836517,0.001743681633753,0.01,0.011513268583268,0.011171881230336,0.00864211340989,0.015242268899911,"Neuse River, NC","GID_4495","United States of America (the)","ETM+","4","US"
"389",NA,NA,0.007347817006607,0.01722562553666,0.021249147838883,0.01056622407762,0.01,0.019767839706729,0.024345931644767,0.019356424178836,0.009211092331443,"Sapelo Sound, GA","GID_4681","United States of America (the)","ETM+","7","US"
"390",NA,NA,0.016834276446342,0.036466410749815,0.022406562812846,0.002851623675237,0.01,0.019776593228599,0.025203776788033,0.019356424178836,0.01027026847772,"Sapelo Sound, GA","GID_4682","United States of America (the)","ETM+","2","US"
"391",NA,NA,0.006571581461461,0.016619805536163,0.015310246670586,0.004681237387094,0.01,0.01508470550625,0.019619029834938,0.017395635279944,0.005718437105292,"Sapelo Sound, GA","GID_4683","United States of America (the)","ETM+","5","US"
"392",NA,NA,0.014639086177579,0.037077869226174,0.025295376423178,0.004243967427958,0.01,0.01508470550625,0.019619029834938,0.017395635279944,0.005718437105292,"Sapelo Sound, GA","GID_4684","United States of America (the)","ETM+","4","US"
"393",NA,NA,0.006663332024106,0.015241292968894,0.01906085934992,0.011004400509598,0.01,0.01508470550625,0.019619029834938,0.017395635279944,0.005727190627162,"Sapelo Sound, GA","GID_4685","United States of America (the)","ETM+","7","US"
"394",0.6,NA,0.005615263884799,0.015980594107931,0.014891153635507,0.005313571875729,0.01,0.01508470550625,0.019619029834938,0.017395635279944,0.005718437105292,"Sapelo Sound, GA","GID_4686","United States of America (the)","ETM+","7","US"
"395",NA,NA,0.004616213415675,0.011598221356042,0.016657054821156,0.012430181795864,0.01,0.01508470550625,0.019619029834938,0.017395635279944,0.005718437105292,"Sapelo Sound, GA","GID_4687","United States of America (the)","ETM+","7","US"
"396",1,NA,0.010308568325725,0.024724212324653,0.017435267466882,0.003438070050027,0.01,0.01508470550625,0.019619029834938,0.017395635279944,0.005727190627162,"Sapelo Sound, GA","GID_4688","United States of America (the)","ETM+","5","US"
"397",NA,NA,0.009022269655988,0.022876430824473,0.015285313587952,0.003444859729048,0.01,0.019776593228599,0.025212530309903,0.019356424178836,0.01027902199959,"Sapelo Sound, GA","GID_4690","United States of America (the)","ETM+","5","US"
"398",NA,NA,0.006949331831573,0.017085316344541,0.015121610835057,0.005377429476635,0.01,0.019776593228599,0.025212530309903,0.019356424178836,0.01027902199959,"Sapelo Sound, GA","GID_4691","United States of America (the)","ETM+","5","US"
"399",1.1,NA,0.005322425287245,0.015292385905869,0.013188262596242,0.004851739935174,0.01,0.014191846275504,0.019619029834938,0.016537790136679,0.005727190627162,"Sapelo Sound, GA","GID_4692","United States of America (the)","ETM+","7","US"
"400",NA,NA,0.006966229411092,0.017771467543819,0.014409179869591,0.004387700622273,0.01,0.019776593228599,0.024354685166637,0.020109227059661,0.01027902199959,"Sapelo Sound, GA","GID_4695","United States of America (the)","ETM+","5","US"
"401",0.4,NA,0.004370337953708,0.010963379537623,0.01209893749601,0.00175021981507,0.01,0.011329444623997,0.01672161409595,0.017036740883272,0.00545583144919,"Lake Winnipeg","GID_475","Canada","ETM+","7","Canada"
