ID,region,lat,long,Date,dif_days,tss,chla,secchi,sensor,Class,CA_insitu,Blue_insitu,Green_insitu,Red_insitu,NIR_insitu,CA_satellite,Blue_satellite,Green_satellite,Red_satellite,NIR_satellite
Curuai_07_2016_Ponto_08,Brazil,-2.18546,-55.6335,7/15/2016,-1,45.8335,72.595,0.28,ETM+,7,NA,0.012642421,0.024740696,0.02550278,0.011460007,0.01,0.014550741,0.025781509,0.02428028,0.01686167
Curuai_07_2016_Ponto_13,Brazil,-2.21266,-55.2786,7/14/2016,0,33.5,35.845,0.38,ETM+,7,NA,0.014889153,0.026597691,0.027365002,0.010362638,0.01,0.016170142,0.026070375,0.028320031,0.013447797
Curuai_07_2016_Ponto_14,Brazil,-2.24447,-55.2457,7/14/2016,0,32.75,10.26,0.45,ETM+,7,NA,0.012804109,0.022271623,0.023197242,0.00696408,0.01,0.016765382,0.026061622,0.027129552,0.013439043
Curuai_08_2019_Ponto_01,Brazil,-2.175,-55.43,8/25/2019,-1,21.5,20.14,0.5,ETM+,7,NA,0.009167929,0.016815684,0.018891061,0.006057121,0.01,0.010077691,0.015925044,0.016038839,0.005928522
Curuai_08_2019_Ponto_02,Brazil,-2.154,-55.46,8/25/2019,-1,8.5,17.99,0.7,ETM+,7,NA,0.007757655,0.014290997,0.015142855,0.003482092,0.01,0.009386163,0.015198501,0.014787086,0.005893508
Curuai_08_2019_Ponto_03,Brazil,-2.177,-55.51,8/25/2019,-1,13,17.52,0.67,ETM+,7,NA,0.00728383,0.013884373,0.014596814,0.003439792,0.01,0.009491205,0.015268529,0.0154436,0.005928522
Curuai_08_2019_Ponto_04,Brazil,-2.232,-55.5,8/25/2019,-1,7.75,19.12,0.75,ETM+,7,NA,0.00624293,0.011162069,0.011626618,0.002713924,0.01,0.010812987,0.01529479,0.015461107,0.007276564
Curuai_08_2019_Ponto_05,Brazil,-2.143,-55.7,8/26/2019,-2,20.5,16.38,NA,ETM+,7,NA,0.010090468,0.019082905,0.02224793,0.007208643,0.01,0.012204797,0.018288495,0.018017135,0.009298628
Curuai_08_2019_Ponto_06,Brazil,-2.109,-55.65,8/26/2019,-2,17,14.44,NA,ETM+,7,NA,0.009896605,0.019176089,0.021879564,0.005723577,0.01,0.014279381,0.02210503,0.022542706,0.009745057
Curuai_08_2019_Ponto_07,Brazil,-2.122,-55.63,8/26/2019,-2,15.75,16.52,NA,ETM+,7,NA,0.009794336,0.018531273,0.021240909,0.005426295,0.01,0.013053888,0.019478973,0.021352227,0.008440782
Curuai_08_2019_Ponto_EXT01,Brazil,-2.237,-55.49,8/25/2019,-1,NA,NA,0.87,ETM+,7,NA,0.005751264,0.01023372,0.010640378,0.002357431,0.01,0.009596247,0.013946748,0.013027628,0.007285318
Curuai_08_2019_Ponto_EXT02,Brazil,-2.206,-55.58,8/26/2019,-2,NA,NA,NA,ETM+,7,NA,0.013942714,0.020470387,0.025027973,0.018948859,0.01,0.011408226,0.017343114,0.019120079,0.009937635
Curuai_08_2021_Ponto_02,Brazil,-2.139758,-55.6267,8/31/2021,-2,6.5,8.67,0.47,ETM+,7,NA,0.01056189,0.019758066,0.023364732,0.006461368,0.01,0.015951304,0.023102932,0.025921566,0.010252761
Curuai_08_2021_Ponto_03,Brazil,-2.109409,-55.62173,8/31/2021,-2,8,7.89,0.53,ETM+,7,NA,0.011260013,0.021654534,0.025827392,0.007398964,0.01,0.016677846,0.024652305,0.027978643,0.010261515
Curuai_08_2021_Ponto_04,Brazil,-2.083408,-55.62385,8/31/2021,-2,6.5,6.42,0.4,ETM+,7,NA,0.01144719,0.022039063,0.026473279,0.008157902,0.01,0.016712861,0.026201678,0.030727249,0.013316494
Curuai_11_2003_PCN71,Brazil,-2.22728,-55.0704,12/2/2003,0,66.28,2.45608,0.2,ETM+,7,NA,0.01723361,0.02846571,0.034944244,0.014176752,0.01,0.027453432,0.042421954,0.05103542,0.032635517
Curuai_11_2003_PCN71,Brazil,-2.22728,-55.0704,12/2/2003,0,66.28,2.45608,0.2,ETM+,7,NA,0.01723361,0.02846571,0.034944244,0.014176752,0.01,0.027619749,0.04250949,0.051070434,0.032679284
FAB_03_2013_FABI39,Brazil,-2.176642,-55.372401,3/16/2013,0,38.4,2.55,0.44,ETM+,7,NA,0.023577669,0.037796793,0.042767137,0.013971336,0.01,0.0210371,0.028924024,0.033904778,0.022148798
GID_1092,Italy,43.15,12.16888,6/13/2017,-1,NA,1.22,NA,ETM+,2,NA,0.008896088,0.01319064,0.008507292,0.001260895,0.01,0.018411044,0.025370094,0.016922945,0.013815445
GID_1094,Italy,43.1182,12.14685,6/13/2017,-1,NA,NA,NA,ETM+,2,NA,0.009292692,0.014187312,0.009272456,0.001456792,0.01,0.018502956,0.025413861,0.016135128,0.011504515
GID_1125,Italy,45.16221111,10.76177778,9/9/2015,0,7,14.081075,NA,ETM+,4,NA,0.005111892,0.009507093,0.00676453,0.001109893,0.01,0.013981762,0.018612375,0.013465304,0.017789544
GID_1146,Italy,39.63023333,9.266233333,9/24/2020,-2,2.8,1.65,NA,ETM+,2,NA,0.007903935,0.014472983,0.007088578,0.000670007,0.01,0.011907177,0.016100114,0.008554578,0.007145261
GID_1177,US,41.26972,-101.885,7/26/2008,1,11.4,22.6,0.72,ETM+,2,NA,0.006780531,0.012207392,0.007996437,0.001668068,0.01,0.013246466,0.020223023,0.014034283,0.006409965
GID_1330,US,40.98237,-96.85338,8/31/2011,1,16.7,101,0.27,ETM+,5,NA,0.004120203,0.009862105,0.006215582,0.003086602,0.01,0.010629163,0.01621391,0.013666635,0.015548642
GID_1334,US,40.96098,-96.86824,8/31/2011,1,17.2,111,0.275,ETM+,5,NA,0.002516288,0.007976177,0.00484828,0.002202314,0.01,0.008852198,0.013561593,0.010620409,0.012905079
GID_1335,US,40.96083,-96.87837,8/31/2011,1,18.8,123,0.255,ETM+,5,NA,0.002913657,0.009223135,0.005700874,0.002923236,0.01,0.009456191,0.014174339,0.011224402,0.012861311
GID_1336,US,40.96559,-96.88969,8/31/2011,1,22.4,125,0.24,ETM+,5,NA,0.002463301,0.00819007,0.005184444,0.002667451,0.01,0.009758187,0.015045315,0.011710223,0.013653505
GID_135,Lithuania,55.59458,21.15,5/8/2018,1,NA,NA,0.9,ETM+,7,NA,0.002809452,0.007564972,0.007336671,0.001236767,0.01,0.006374951,0.008729649,0.007775515,0.003775155
GID_136,Lithuania,55.41866,21.12063,5/8/2018,1,NA,NA,0.9,ETM+,5,NA,0.002802006,0.006835747,0.006403247,0.00134875,0.01,0.005727191,0.009333642,0.006418719,0.003495043
GID_137,Lithuania,55.36104,21.08946,5/8/2018,1,NA,NA,0.9,ETM+,7,NA,0.002746446,0.007278892,0.00687337,0.001332363,0.01,0.005630902,0.009272367,0.006357444,0.002094479
GID_137,Lithuania,55.36104,21.08946,5/8/2018,1,NA,NA,0.9,ETM+,7,NA,0.002746446,0.007278892,0.00687337,0.001332363,0.01,0.005508353,0.009193585,0.00629617,0.002041958
GID_138,Lithuania,55.30577,21.02788,5/8/2018,1,NA,NA,0.9,ETM+,5,NA,0.002976783,0.007314569,0.006432741,0.001158175,0.01,0.006261155,0.009009761,0.00614736,0.003284958
GID_138,Lithuania,55.30577,21.02788,5/8/2018,1,NA,NA,0.9,ETM+,5,NA,0.002976783,0.007314569,0.006432741,0.001158175,0.01,0.00664631,0.009307381,0.006409965,0.003477536
GID_141,Lithuania,55.36944,21.15101,5/8/2018,1,NA,NA,1,ETM+,7,NA,0.002091418,0.005590794,0.005384485,0.000755805,0.01,0.00493062,0.006182374,0.004562972,0.002217028
GID_141,Lithuania,55.36944,21.15101,5/8/2018,1,NA,NA,1,ETM+,7,NA,0.002091418,0.005590794,0.005384485,0.000755805,0.01,0.004886853,0.00616049,0.004554219,0.002208275
GID_1450,US,43.08011,-88.93199,9/23/2014,-1,3.33,8.3,3,ETM+,2,NA,0.001858969,0.003944931,0.00238238,0.000234535,0.01,0.004685522,0.007022712,0.003477536,0.004099036
GID_1454,US,42.5665,-88.5032,9/23/2014,-1,1.11,1.27,5.8,ETM+,3,NA,0.002393109,0.002971663,0.000972767,9.27E-05,0.01,0.004449176,0.00537705,0.002068218,0.002628444
GID_1455,US,42.56896,-88.46621,9/23/2014,-1,0.691,0.808,6.5,ETM+,3,NA,0.002456629,0.002916883,0.001003798,0.0001083,0.01,0.004501698,0.0050663,0.002777254,0.002672211
GID_1509,US,45.92934,-91.22189,8/15/2015,0,8.4,32.4,1.3,ETM+,5,NA,0.002601913,0.010998575,0.007765525,0.001367595,0.01,0.009141064,0.014874621,0.009333642,0.00865962
GID_1558,US,44.07614,-88.40932,9/2/2016,2,12,26.3,0.9,ETM+,5,NA,0.002138049,0.006446344,0.004965806,0.0009328,0.01,0.007635458,0.012178536,0.008081888,0.004379148
GID_1682,Belgium,51.397682,3.301733,9/18/2009,0,50.111,4.2,NA,ETM+,4,NA,0.022853171,0.031146123,0.025063037,0.00506998,0.01,0.021912453,0.02367191,0.013710403,0.003381247
GID_1683,Belgium,51.378765,3.211267,9/18/2009,0,NA,NA,NA,ETM+,4,NA,0.022228751,0.030044833,0.027713575,0.008542085,0.01,0.022927861,0.026516805,0.01713303,0.004641754
GID_1684,Belgium,51.3748,3.19313,9/18/2009,0,53.778,6.2,NA,ETM+,4,NA,0.022621609,0.03124351,0.026359727,0.005663094,0.01,0.022962875,0.026534312,0.016318952,0.004659261
GID_1779,Viet Nam,20.9517,107.054,11/10/2011,2,14.1,4.21,NA,ETM+,2,NA,0.009426732,0.014266525,0.009795317,0.000548604,0.01,0.022166305,0.025501397,0.01775453,0.008064381
GID_184,Estonia,58.33055,27.47955,8/22/2018,2,23,NA,0.5,ETM+,7,NA,0.005248687,0.008285934,0.008061539,0.003391876,0.01,0.013762924,0.014401931,0.012196043,0.010226501
GID_197,Australia,-35.4818989,148.2466599,6/28/2021,-2,1.433,NA,3.45,ETM+,3,NA,0.003382661,0.004949443,0.002455017,0.00012543,0.01,0.008475796,0.009745057,0.008239451,0.007582937
GID_2151,France,4.9852777,-52.279167,11/28/2016,0,34.583973,13.24,NA,ETM+,2,NA,0.012669633,0.021196787,0.014123785,0.001155083,0.01,0.024389699,0.03140127,0.024809868,0.014296889
GID_2152,France,4.9430556,-52.24861,11/28/2016,0,35.6049,22.65,NA,ETM+,4,NA,0.013360289,0.02380769,0.021478374,0.003266378,0.01,0.026394256,0.035900581,0.032337897,0.015653684
GID_2175,UK,50.699368,0.16091667,4/23/2017,1,12.173333,NA,NA,ETM+,3,NA,0.007879041,0.007521255,0.002171863,0.000156161,0.01,0.014244367,0.010883015,0.0040115,0.003521303
GID_2227,France,51.0872,2.3158667,4/19/2018,1,NA,NA,NA,ETM+,3,NA,0.002621016,0.004321807,0.001471241,0.00010289,0.01,0.007381606,0.007635458,0.003810169,0.002033204
GID_2227,France,51.0872,2.3158667,4/19/2018,1,NA,NA,NA,ETM+,3,NA,0.002621016,0.004321807,0.001471241,0.00010289,0.01,0.006821381,0.007477895,0.003521303,0.001744338
GID_2248,France,49.7493,-1.0907667,4/26/2018,-1,NA,NA,NA,ETM+,3,NA,0.007413807,0.006518533,0.001805324,0.000135071,0.01,0.010655423,0.008764663,0.004860592,0.004545465
GID_2277,US,36.95126,-121.76832,3/18/2019,-1,NA,4.18,NA,ETM+,4,NA,0.013111702,0.020632585,0.021957321,0.004829949,0.01,0.017553199,0.025396354,0.026464284,0.024906157
GID_2277,US,36.95126,-121.76832,3/18/2019,-1,NA,4.18,NA,ETM+,4,NA,0.013111702,0.020632585,0.021957321,0.004829949,0.01,0.016117621,0.024205875,0.025492643,0.024538509
GID_230,Australia,-36.09873,147.0517,3/6/2018,0,2.267,2.287,2.81,ETM+,2,NA,0.002655784,0.004410024,0.002287522,0.000153391,0.01,0.005722814,0.007889311,0.004948127,0.003740141
GID_234,Australia,-36.097542,147.053005,1/6/2021,2,2.667,10.125,2.68,ETM+,2,NA,0.001548764,0.003096924,0.001864751,0.000104885,0.01,0.004256599,0.006129853,0.004177817,0.003442521
GID_2415,New Zealand,-38.040032,176.445381,11/5/2019,2,0.81,1.995,4.4,ETM+,3,NA,0.002066199,0.002859513,0.000854928,4.19E-05,0.01,0.005876,0.00570093,0.002357085,0.003792662
GID_2433,New Zealand,-45.402106,167.701548,2/5/2020,2,2.4778,0.24152498,NA,ETM+,2,NA,0.005514329,0.009642899,0.005043906,0.000197827,0.01,0.012519924,0.015487368,0.009228599,0.006672571
GID_246,Australia,-36.12808,147.03985,3/6/2018,0,3.2,1.517,2.44,ETM+,2,NA,0.002622006,0.004425165,0.002522867,0.000181091,0.01,0.00602481,0.008239451,0.006506254,0.005088184
GID_2515,New Zealand,-39.129894,177.19133,9/20/2021,-2,37.45519713,NA,NA,ETM+,2,NA,0.017398758,0.023918473,0.014196403,0.000909861,0.01,0.027558474,0.035786785,0.022113784,0.005149458
GID_2516,New Zealand,-39.133661,177.188789,9/20/2021,-2,28.34123223,NA,NA,ETM+,2,NA,0.020538025,0.027573449,0.019572119,0.002502472,0.01,0.027532214,0.034071094,0.02210503,0.005131951
GID_2518,New Zealand,-39.140326,177.190075,9/20/2021,-2,17.22810395,NA,NA,ETM+,3,NA,0.018890677,0.02186415,0.010703907,0.000596877,0.01,0.025422615,0.030061981,0.016056346,0.003740141
GID_2520,New Zealand,-39.15051,177.200487,9/20/2021,-2,8.157389635,NA,NA,ETM+,3,NA,0.016808746,0.017679119,0.007071874,0.000273789,0.01,0.024407206,0.026656861,0.010042677,0.002383345
GID_2521,New Zealand,-39.075336,177.404267,9/20/2021,-2,51.39557267,NA,NA,ETM+,4,NA,0.01390293,0.020114301,0.015816176,0.002858844,0.01,0.023216727,0.035541686,0.032889369,0.010541628
GID_2523,New Zealand,-39.083768,177.396047,9/20/2021,-2,32.91626564,NA,NA,ETM+,4,NA,0.016526844,0.024621275,0.019148231,0.002785534,0.01,0.023190467,0.034412482,0.030919827,0.007845543
GID_2524,New Zealand,-39.087273,177.394902,9/20/2021,-2,18.32061069,NA,NA,ETM+,4,NA,0.016406402,0.026508911,0.021826935,0.002818713,0.01,0.022166305,0.033292031,0.027934876,0.006488747
GID_2525,New Zealand,-39.091004,177.395113,9/20/2021,-2,21.40818268,NA,NA,ETM+,2,NA,0.016169554,0.023765314,0.016658496,0.001824264,0.01,0.022175058,0.033292031,0.02595658,0.006488747
GID_2527,New Zealand,-39.105092,177.391606,9/20/2021,-2,6.106870229,NA,NA,ETM+,3,NA,0.016389363,0.019538815,0.007840512,0.000502333,0.01,0.022183812,0.031051129,0.020012938,0.003792662
GID_2528,New Zealand,-39.253417,177.283031,9/20/2021,-2,2.209414025,NA,NA,ETM+,1,NA,0.006004173,0.005319552,0.001285183,0.0001309,0.01,0.008790923,0.008265712,0.001989437,0.001017796
GID_255,Australia,-36.00955,147.0894,3/5/2018,1,11.867,3.796,0.97,ETM+,4,NA,0.004418929,0.00968846,0.006869395,0.000393891,0.01,0.008475796,0.013018874,0.008974747,0.005070676
GID_266,Australia,-36.4223441,148.6332421,8/12/2020,-2,1.333,5.392,2.58,ETM+,2,NA,0.003546347,0.005093627,0.002930845,0.000148468,0.01,0.00614736,0.009176078,0.00552586,0.004562972
GID_272,Australia,-36.316158,148.624703,8/11/2020,-1,2.533,4.402,1.73,ETM+,2,NA,0.006135662,0.009750501,0.006996376,0.000433303,0.01,0.007040219,0.011583297,0.008843444,0.004519205
GID_274,Australia,-36.3480453,148.6181072,8/11/2020,-1,1.556,4.754,2.94,ETM+,2,NA,0.003518819,0.00514029,0.002927386,0.000161835,0.01,0.006068578,0.007845543,0.004361641,0.003004845
GID_2857,China,31.336851,119.959271,10/15/2008,2,22,49.655025,0.7,ETM+,5,NA,0.008169451,0.01650582,0.011097121,0.003869025,0.01,0.024556016,0.031681383,0.028985298,0.01499717
GID_2886,China,31.220573,120.128253,10/17/2008,0,51.4,37.6929,0.25,ETM+,4,NA,0.019543686,0.030535686,0.025206858,0.009287512,0.01,0.028013657,0.038614172,0.031725151,0.010935536
GID_303,Australia,-33.9850771,141.2748661,7/30/2020,-2,25.417,8.587,0.43,ETM+,4,NA,0.018142183,0.034862688,0.032492382,0.003579716,0.01,0.020993333,0.03418489,0.030228298,0.009473698
GID_303,Australia,-33.9850771,141.2748661,7/30/2020,-2,25.417,8.587,0.43,ETM+,4,NA,0.018142183,0.034862688,0.032492382,0.003579716,0.01,0.021789903,0.034438742,0.030315834,0.00942993
GID_304,Australia,-34.0315863,141.2963166,7/30/2020,-2,19.778,8.303,0.36,ETM+,4,NA,0.0151245,0.030725255,0.029294306,0.003669832,0.01,0.022245086,0.034211151,0.030245805,0.009473698
GID_304,Australia,-34.0315863,141.2963166,7/30/2020,-2,19.778,8.303,0.36,ETM+,4,NA,0.0151245,0.030725255,0.029294306,0.003669832,0.01,0.023059164,0.034473756,0.030342094,0.00942993
GID_3136,Japan,36.04955556,138.0858333,8/30/2018,-1,4.766666667,15.52573333,1.4,ETM+,2,NA,0.002353635,0.00544938,0.002820827,0.000131468,0.01,0.007224043,0.009359902,0.005307022,0.004046514
GID_3276,US,41.82785,-83.19558333,8/20/2013,2,8.162729659,NA,1.7,ETM+,2,NA,0.010668092,0.018782795,0.010459805,0.001922162,0.01,0.015426093,0.021536051,0.011346952,0.00940367
GID_3277,US,41.80388333,-83.25605,8/20/2013,2,9.366666667,NA,1.5,ETM+,2,NA,0.012040941,0.021319349,0.013296152,0.002506308,0.01,0.016205156,0.022849079,0.013937994,0.008318233
GID_3278,US,41.85913333,-83.26406667,8/20/2013,2,18.02642276,49.408,1.25,ETM+,4,NA,0.013485363,0.027041524,0.016865472,0.00468967,0.01,0.023400551,0.030578439,0.020082966,0.01375417
GID_3279,US,41.83556667,-83.36055,8/20/2013,2,43.45833333,121.6,NA,ETM+,5,NA,0.010038157,0.028275377,0.017740125,0.009044358,0.01,0.025291312,0.034324947,0.025641453,0.021999988
GID_3280,US,41.69845,-82.73905,8/21/2013,1,5.491803279,17.472,2,ETM+,2,NA,0.007946399,0.013530651,0.006990282,0.001466697,0.01,0.013412783,0.018393537,0.010033923,0.006978944
GID_3281,US,41.56566667,-82.70876667,8/21/2013,1,4.488215488,22.4832,2.25,ETM+,2,NA,0.006401972,0.010903857,0.005602416,0.001445329,0.01,0.014060543,0.015303544,0.01126817,0.009955142
GID_3282,US,41.60568333,-82.62263333,8/21/2013,1,3.444871795,13.5936,2.5,ETM+,3,NA,0.006307913,0.010467616,0.004950113,0.000952743,0.01,0.010235254,0.012931339,0.00786305,0.005412064
GID_3284,US,41.93038333,-83.21473333,8/22/2013,0,11.39784946,26.0544,1.2,ETM+,4,NA,0.0120585,0.024307065,0.014591513,0.003796505,0.01,0.022035002,0.029466742,0.020424354,0.016564051
GID_3285,US,41.91518333,-83.1218,8/22/2013,0,2.653061224,5.808,3,ETM+,3,NA,0.01021747,0.013449526,0.005137577,0.00045604,0.01,0.015793741,0.016546544,0.008213191,0.007661719
GID_3286,US,41.94536667,-83.15075,8/22/2013,0,3.719360269,16.4736,2.7,ETM+,3,NA,0.004822578,0.007600922,0.003406896,0.000734817,0.01,0.013684142,0.014541987,0.009972649,0.01049786
GID_3287,US,41.98731667,-83.13908333,8/22/2013,0,2.75,2.2608,3.2,ETM+,3,NA,0.012068023,0.014008754,0.004386028,0.000318364,0.01,0.02115965,0.019820361,0.011793381,0.011828395
GID_3288,US,41.76233333,-83.33275,8/23/2013,-1,10.58954248,27.264,1.25,ETM+,4,NA,0.011500428,0.020286366,0.012687467,0.003042999,0.01,0.01621391,0.023610636,0.014638276,0.008326987
GID_3290,US,41.7505,-83.3501,8/23/2013,-1,57.80864198,58.5216,NA,ETM+,5,NA,0.01391961,0.027765528,0.024063515,0.008105551,0.01,0.016966713,0.025912812,0.017386882,0.011373212
GID_3291,US,41.76861667,-83.38851667,8/23/2013,-1,28.43076923,135.4752,NA,ETM+,5,NA,0.010641341,0.022095348,0.014826552,0.006078174,0.01,0.020783248,0.029755608,0.021527298,0.018971269
GID_3294,US,41.70406667,-83.25981667,8/18/2014,0,NA,31.73,0.5,ETM+,4,NA,0.017839689,0.028843065,0.024154189,0.006338051,0.01,0.02506372,0.034237411,0.027313376,0.011530776
GID_3295,US,41.7428,-83.13926667,8/18/2014,0,NA,6.21,2,ETM+,3,NA,0.009324945,0.011632097,0.004854811,0.000658639,0.01,0.014025529,0.014577001,0.005193226,0.002786007
GID_3300,US,41.94935,-83.16215,8/19/2014,-1,2.9611,2,2.8,ETM+,3,NA,0.014984477,0.016198627,0.006035639,0.000759352,0.01,0.020975826,0.018962516,0.006830134,0.003888951
GID_3301,US,41.99605,-83.13085,8/19/2014,-1,3.705,1.54,3,ETM+,3,NA,0.016719812,0.017186539,0.00642589,0.000644732,0.01,0.030241429,0.028521362,0.01313267,0.008274465
GID_3543,US,44.8527,-87.1093,9/19/2010,1,0,1.9,11.1,ETM+,NA,NA,0.002032987,0.001689947,0.000435725,0,0.01,0.004720536,0.00261969,0.001963176,0.00259343
GID_3575,Switzerland,46.50015,6.66078,11/24/2018,1,NA,1.889158796,4.87338172,ETM+,NA,NA,0.003868471,0.00330055,0.001325548,0,0.01,0.01203848,0.006436226,0.005455831,0.004475437
GID_3653,Switzerland,46.50015,6.66078,6/3/2019,2,NA,1.75864415,4.873794427,ETM+,NA,NA,0.008477991,0.008494767,0.002214999,0,0.01,0.010095198,0.009272367,0.003617592,0.005175719
GID_3654,Switzerland,46.50015,6.66078,6/6/2019,-1,NA,3.435912351,3.865110522,ETM+,NA,NA,0.005351996,0.006344117,0.002125458,0,0.01,0.010095198,0.009272367,0.003617592,0.005175719
GID_3655,Switzerland,46.50015,6.66078,6/6/2019,-1,NA,4.024239777,3.733114217,ETM+,NA,NA,0.005495307,0.006361748,0.002293241,0,0.01,0.010095198,0.009272367,0.003617592,0.005175719
GID_3656,Switzerland,46.50015,6.66078,6/6/2019,-1,NA,2.989623046,4.058554031,ETM+,NA,NA,0.005853927,0.00695182,0.002666105,0,0.01,0.010095198,0.009272367,0.003617592,0.005175719
GID_3657,Switzerland,46.50015,6.66078,6/7/2019,-2,NA,5.422762219,2.541146796,ETM+,NA,NA,0.00949573,0.012349718,0.005242557,0,0.01,0.010095198,0.009272367,0.003617592,0.005175719
GID_3770,Switzerland,46.50015,6.66078,4/11/2020,2,NA,2.786399034,4.775469862,ETM+,NA,NA,0.004144224,0.005526844,0.001765575,0,0.01,0.010244008,0.010384064,0.005298268,0.004746796
GID_3771,Switzerland,46.50015,6.66078,4/12/2020,1,NA,6.825946449,4.024633002,ETM+,NA,NA,0.003548724,0.005337082,0.001578061,0,0.01,0.010244008,0.010384064,0.005298268,0.004746796
GID_3910,US,38.6913,-76.5134,7/29/2014,1,NA,25.74,NA,ETM+,5,NA,0.002229806,0.005490684,0.003966582,1.36E-05,0.01,0.008073134,0.009141064,0.005175719,0.005981043
GID_3913,US,38.6446,-76.4308,7/30/2014,0,NA,16,NA,ETM+,5,NA,0.001616506,0.00427603,0.00289997,1.76E-05,0.01,0.006733846,0.007696733,0.004571726,0.003302465
GID_3915,US,38.9764,-76.3854,8/15/2014,0,NA,27.81,NA,ETM+,5,NA,0.001150719,0.003677977,0.002551862,2.13E-05,0.01,0.003188669,0.004711782,0.002138247,0.000588873
GID_3923,US,38.965,-76.3963,8/29/2014,2,NA,14.57,NA,ETM+,4,NA,0.002526734,0.005336139,0.003961722,2.32E-05,0.01,0.006865148,0.007346592,0.004991895,0.002497141
GID_3952,Germany,53.84057,12.88335,9/30/2015,2,6.1,19.3,2.4,ETM+,2,NA,0.002432818,0.006200572,0.003516089,0.000364867,0.01,0.009815085,0.011837149,0.00878217,0.007696733
GID_3954,Germany,53.83006,12.88939,9/30/2015,2,2,4.8,2.3,ETM+,2,NA,0.002358018,0.006268735,0.003531453,0.000351635,0.01,0.009587494,0.011653325,0.007661719,0.007582937
GID_3959,Germany,53.82765,12.8956,7/8/2015,-1,2.9,13.2,2,ETM+,5,NA,0.003305493,0.008688317,0.006076282,0.000701545,0.01,0.004090282,0.006208634,0.003153655,0.003993993
GID_3960,Germany,53.83443,12.89595,7/8/2015,-1,3.3,20.6,1.675,ETM+,5,NA,0.001698461,0.004572593,0.003261694,0.000342201,0.01,0.005000648,0.006191127,0.003144902,0.003993993
GID_3988,Spain,39.70004444,-6.4667,10/24/2001,2,NA,4.12,3.15,ETM+,2,NA,0.006161855,0.010570554,0.00633881,0.000864884,0.01,0.011977205,0.012292332,0.007758008,0.007512909
GID_4035,Spain,39.80004722,-5.450061111,7/4/2002,-2,NA,18.981,1.59,ETM+,2,NA,0.004880867,0.009994984,0.004561689,0.00076787,0.01,0.01511972,0.019487727,0.014594508,0.011985959
GID_4143,Spain,39.31667778,-0.350027778,5/25/2005,2,NA,338.0299957,0.22,ETM+,6,NA,0.003584138,0.008552178,0.005521738,0.009021514,0.01,0.01298386,0.016030086,0.012528677,0.014016776
GID_4173,Spain,37.26675556,-0.700044444,7/4/2007,0,0.84,1.42127,5,ETM+,3,NA,0.006905184,0.0087631,0.002122202,0.000413346,0.01,0.014086804,0.009464944,0.006637557,0.005963536
GID_4495,US,35.1348,-77.04888333,7/20/2011,2,6.802547771,NA,0.73152,ETM+,4,NA,0.007375847,0.015241693,0.014075632,0.001743682,0.01,0.011513269,0.011171881,0.008642113,0.015242269
GID_4681,US,31.54139083,-81.206374,11/7/2014,1,39.33333333,NA,NA,ETM+,7,NA,0.007347817,0.017225626,0.021249148,0.010566224,0.01,0.01976784,0.024345932,0.019356424,0.009211092
GID_4682,US,31.54139,-81.20644617,11/7/2014,1,23.02970297,NA,NA,ETM+,2,NA,0.016834276,0.036466411,0.022406563,0.002851624,0.01,0.019776593,0.025203777,0.019356424,0.010270268
GID_4683,US,31.5414435,-81.2068805,12/8/2014,2,91.67213115,NA,NA,ETM+,5,NA,0.006571581,0.016619806,0.015310247,0.004681237,0.01,0.015084706,0.01961903,0.017395635,0.005718437
GID_4684,US,31.541386,-81.20688058,12/8/2014,2,110.3142857,NA,NA,ETM+,4,NA,0.014639086,0.037077869,0.025295376,0.004243967,0.01,0.015084706,0.01961903,0.017395635,0.005718437
GID_4685,US,31.54131937,-81.20688083,12/8/2014,2,62.20588235,NA,NA,ETM+,7,NA,0.006663332,0.015241293,0.019060859,0.011004401,0.01,0.015084706,0.01961903,0.017395635,0.005727191
GID_4686,US,31.54139,-81.2068825,12/8/2014,2,99.75,NA,0.6,ETM+,7,NA,0.005615264,0.015980594,0.014891154,0.005313572,0.01,0.015084706,0.01961903,0.017395635,0.005718437
GID_4687,US,31.54144383,-81.20689765,12/8/2014,2,56.66666667,NA,NA,ETM+,7,NA,0.004616213,0.011598221,0.016657055,0.012430182,0.01,0.015084706,0.01961903,0.017395635,0.005718437
GID_4688,US,31.54124433,-81.20690483,12/8/2014,2,53.54285714,NA,1,ETM+,5,NA,0.010308568,0.024724212,0.017435267,0.00343807,0.01,0.015084706,0.01961903,0.017395635,0.005727191
GID_4690,US,31.54132833,-81.2070735,11/7/2014,1,39.74285714,NA,NA,ETM+,5,NA,0.00902227,0.022876431,0.015285314,0.00344486,0.01,0.019776593,0.02521253,0.019356424,0.010279022
GID_4691,US,31.54152,-81.20707833,11/7/2014,1,14.84297521,NA,NA,ETM+,5,NA,0.006949332,0.017085316,0.015121611,0.005377429,0.01,0.019776593,0.02521253,0.019356424,0.010279022
GID_4692,US,31.541038,-81.20708833,12/8/2014,2,38.30434783,NA,1.1,ETM+,7,NA,0.005322425,0.015292386,0.013188263,0.00485174,0.01,0.014191846,0.01961903,0.01653779,0.005727191
